,Planet Name,Detection Method,Orbital Period,Orbit Semi-Major Axis,Planet Radius,Planet Mass,Insolation Flux,Stellar Effective Temperature,Stellar Radius,RA [degree],Dec [degree],Habitable Zone Flag,Planet Classification
204,GJ 3634 b,Radial Velocity,2.64561,0.0287,2.83,8.4,,3517.0,0.43,164.6433493,-31.1443383,FALSE,sub-Neptunes
205,GJ 3779 b,Radial Velocity,3.0232,0.026,2.75,8.0,,3324.0,0.28,200.7335358,24.4639425,FALSE,sub-Neptunes
206,GJ 393 b,Radial Velocity,7.02679,0.05402,1.17,1.71,9.21,3579.0,0.43,157.2288672,0.8378485,FALSE,Super Earths
207,GJ 3942 b,Radial Velocity,6.905,0.0608,2.57,7.14,,3867.0,0.61,242.2645452,52.9441443,FALSE,sub-Neptunes
208,GJ 3998 b,Radial Velocity,2.64977,0.029,1.38,2.47,,3722.0,0.49,259.0020507,11.0561751,FALSE,Super Earths
209,GJ 3998 c,Radial Velocity,13.74,0.089,2.38,6.26,,3722.0,0.49,259.0020507,11.0561751,FALSE,sub-Neptunes
210,GJ 411 b,Radial Velocity,12.946,0.0789,1.45,2.69,3.13,3601.0,0.39,165.834471,35.972317,FALSE,Super Earths
211,GJ 414 A b,Radial Velocity,50.8,0.2324,2.63,7.6,,4120.0,0.68,167.7745044,30.4451688,FALSE,sub-Neptunes
212,GJ 414 A c,Radial Velocity,749.83,1.4,8.4,53.83,,4120.0,0.68,167.7745044,30.4451688,FALSE,Jovians
213,GJ 422 b,Radial Velocity,20.129,0.111,3.33,11.07,,3323.0,0.37,168.9810458,-57.5425629,TRUE,sub-Neptunes
214,GJ 4276 b,Radial Velocity,13.352,0.082,4.22,16.57,,3387.0,0.41,336.3221454,59.412503,FALSE,sub-Jovians
215,GJ 433 b,Radial Velocity,7.3705,0.062,2.33,6.043,,3461.0,0.5,173.8619194,-32.5436302,FALSE,sub-Neptunes
216,GJ 433 c,Radial Velocity,5094.105,4.819,6.27,32.422,,3472.0,0.47,173.8619194,-32.5436302,FALSE,Jovians
217,GJ 433 d,Radial Velocity,36.059,0.178,2.14,5.223,,3461.0,0.47,173.8619194,-32.5436302,TRUE,sub-Neptunes
218,GJ 436 b,Radial Velocity,2.64388312,0.0291,4.17,22.1,,3586.11,0.46,175.5505363,26.7030669,FALSE,sub-Jovians
219,GJ 480 b,Radial Velocity,9.567,0.068,3.69,13.2,,3381.0,0.46,189.7134226,11.6950708,FALSE,sub-Jovians
220,GJ 486 b,Radial Velocity,1.467119,0.01734,1.305,2.82,40.3,3340.0,0.33,191.981531,9.7494181,FALSE,Super Earths
221,GJ 504 b,Imaging,,43.5,13.0,1271.3,,6234.0,1.26,199.192348,9.4249781,FALSE,Jovians
222,GJ 536 b,Radial Velocity,8.7076,0.06661,2.17,5.36,,3685.0,0.5,210.2597264,-2.6522901,FALSE,sub-Neptunes
223,GJ 581 b,Radial Velocity,5.3686,0.04061,4.11,15.8,,3396.0,0.33,229.8564725,-7.7226935,FALSE,sub-Jovians
224,GJ 581 c,Radial Velocity,12.914,0.0721,2.21,5.5,,3396.0,0.33,229.8564725,-7.7226935,FALSE,sub-Neptunes
225,GJ 581 e,Radial Velocity,3.149,0.02815,1.17,1.7,,3396.0,0.33,229.8564725,-7.7226935,FALSE,Super Earths
226,GJ 625 b,Radial Velocity,14.628,0.078361,1.49,2.82,,3499.0,0.31,246.3557854,54.3033625,FALSE,Super Earths
227,GJ 649 b,Radial Velocity,598.3,1.135,12.5,104.244,,3700.0,0.5,254.5363221,25.7419719,FALSE,Jovians
228,GJ 667 C b,Radial Velocity,7.2004,0.0505,2.23,5.6,,3350.0,,259.7510609,-34.9977651,,sub-Neptunes
229,GJ 667 C c,Radial Velocity,28.14,0.125,1.77,3.8,,3350.0,,259.7510609,-34.9977651,,sub-Neptunes
230,GJ 667 C e,Radial Velocity,62.24,0.213,1.45,2.7,,3350.0,,259.7510609,-34.9977651,,Super Earths
231,GJ 667 C f,Radial Velocity,39.026,0.156,1.45,2.7,,3350.0,,259.7510609,-34.9977651,,Super Earths
232,GJ 667 C g,Radial Velocity,256.2,0.549,1.99,4.6,,3350.0,,259.7510609,-34.9977651,,sub-Neptunes
233,GJ 674 b,Radial Velocity,4.6938,0.039,3.33,11.09,,3600.0,0.36,262.1700476,-46.8989826,FALSE,sub-Neptunes
234,GJ 676 A b,Radial Velocity,1056.80005,1.82,12.7,2129.461,,3734.0,0.69,262.5448903,-51.6377777,FALSE,Jovians
235,GJ 676 A c,Radial Velocity,7337.0,6.6,12.7,2161.244,,4006.03,0.65,262.5448903,-51.6377777,FALSE,Jovians
236,GJ 676 A d,Radial Velocity,3.6005,0.0413,1.93,4.4,,4006.03,0.65,262.5448903,-51.6377777,FALSE,sub-Neptunes
237,GJ 676 A e,Radial Velocity,35.39,0.187,2.77,8.1,,4006.03,0.65,262.5448903,-51.6377777,FALSE,sub-Neptunes
238,GJ 682 b,Radial Velocity,17.478,0.08,1.93,4.4,,3028.0,0.3,264.2610245,-44.3232519,TRUE,sub-Neptunes
239,GJ 682 c,Radial Velocity,57.32,0.176,2.89,8.7,,3028.0,0.3,264.2610245,-44.3232519,TRUE,sub-Neptunes
240,GJ 685 b,Radial Velocity,24.16,0.1344,2.95,9.0,,3816.0,0.54,263.8960378,61.6793482,FALSE,sub-Neptunes
241,GJ 687 b,Radial Velocity,38.142,0.163,4.32,17.2,,3413.0,0.42,264.1041731,68.3336741,TRUE,sub-Jovians
242,GJ 687 c,Radial Velocity,727.562,1.165,4.14,16.0,,3413.0,0.42,264.1041731,68.3336741,FALSE,sub-Jovians
243,GJ 720 A b,Radial Velocity,19.466,0.119,3.77,13.64,,3837.0,0.56,278.8294172,45.7456038,FALSE,sub-Jovians
244,GJ 740 b,Radial Velocity,2.37756,0.029,1.53,2.96,79.0,3913.0,0.56,284.4997178,5.902867,FALSE,Super Earths
245,GJ 832 b,Radial Velocity,3657.0,3.56,14.0,216.0,,3472.0,0.44,323.3912616,-49.0125169,FALSE,Jovians
246,GJ 832 c,Radial Velocity,35.68,0.163,2.18,5.4,,3472.0,0.44,323.3912616,-49.0125169,TRUE,sub-Neptunes
247,GJ 849 b,Radial Velocity,1915.0,2.409,13.9,286.04557,,3562.68,0.47,332.4229938,-4.6408317,FALSE,Jovians
248,GJ 849 c,Radial Velocity,7068.0,4.974,14.0,223.11554,,3562.68,0.47,332.4229938,-4.6408317,FALSE,Jovians
249,GJ 86 b,Radial Velocity,15.76491,0.11,12.9,1404.8086,,5182.0,0.77,32.6224785,-50.8209945,FALSE,Jovians
250,GJ 876 b,Radial Velocity,61.1166,0.208317,13.3,723.2235,,3293.74,0.3,343.3239737,-14.2665958,TRUE,Jovians
251,GJ 876 c,Radial Velocity,30.0881,0.12959,14.0,226.9846,,3293.74,0.3,343.3239737,-14.2665958,TRUE,Jovians
252,GJ 876 d,Radial Velocity,1.93778,0.020807,2.51,6.83,,3293.74,0.3,343.3239737,-14.2665958,FALSE,sub-Neptunes
253,GJ 876 e,Radial Velocity,124.26,0.3343,3.92,14.6,,3271.0,0.3,343.3239737,-14.2665958,FALSE,sub-Jovians
254,GJ 887 b,Radial Velocity,9.262,0.068,1.88,4.2,7.95,3688.0,0.47,346.4668274,-35.8530693,FALSE,sub-Neptunes
255,GJ 887 c,Radial Velocity,21.789,0.12,2.67,7.6,2.56,3688.0,0.47,346.4668274,-35.8530693,FALSE,sub-Neptunes
256,GJ 9066 b,Radial Velocity,241.883,0.403,6.1,30.9,,3305.0,0.18,30.0588307,13.0443172,FALSE,Jovians
257,GJ 9066 c,Radial Velocity,767.887,0.87,10.0,71.6,,3305.0,0.18,30.0588307,13.0443172,FALSE,Jovians
258,GJ 96 b,Radial Velocity,73.94,0.291,4.67,19.66,,3785.0,0.58,35.5624031,47.8802075,TRUE,sub-Jovians
259,GJ 9827 b,Transit,1.2089819,0.0188,1.577,4.91,256.0,4340.0,0.6,351.7717763,-1.2853435,FALSE,Super Earths
260,GJ 9827 c,Transit,3.6480957,0.03925,1.241,0.84,59.0,4340.0,0.6,351.7717763,-1.2853435,FALSE,Super Earths
261,GJ 9827 d,Transit,6.2014698,0.05591,2.022,4.04,29.0,4340.0,0.6,351.7717763,-1.2853435,FALSE,sub-Neptunes
262,GQ Lup b,Imaging,,100.0,33.6,6356.0,,4360.0,1.94,237.3003643,-35.6515055,FALSE,
263,GSC 06214-00210 b,Imaging,,320.0,20.176,5000.0,,4200.0,0.9,245.4776921,-20.7193398,FALSE,
264,GU Psc b,Imaging,,2000.0,14.179,3591.3,,4031.81,0.45,18.146485,17.0650029,FALSE,Jovians
265,Gl 378 b,Radial Velocity,3.822,0.039435,3.66,13.02,,3879.0,0.56,150.5865513,48.0824515,FALSE,sub-Jovians
266,Gl 49 b,Radial Velocity,13.8508,0.0905,2.24,5.63,,3805.0,0.51,15.6687321,62.3454386,FALSE,sub-Neptunes
267,Gl 686 b,Radial Velocity,15.53,0.091,2.46,6.624,,3656.0,0.43,264.4764878,18.5959509,FALSE,sub-Neptunes
268,HAT-P-1 b,Transit,4.46529976,0.05561,14.785,166.86075,,5980.0,1.17,344.4453632,38.674919,FALSE,
269,HAT-P-11 b,Transit,4.88780244,0.05254,4.36,26.69772,100.77,4780.0,0.68,297.7101763,48.0818635,FALSE,sub-Jovians
270,HAT-P-11 c,Radial Velocity,3407.0,4.13,13.3,731.009,,4780.0,0.68,297.7101763,48.0818635,FALSE,Jovians
271,HAT-P-12 b,Transit,3.2130598,0.0384,10.749,67.059,,4650.0,0.7,209.3886452,43.49331,FALSE,Jovians
272,HAT-P-13 b,Transit,2.91625,0.04383,14.258,270.462,,5653.0,1.76,129.8823772,47.3519076,FALSE,Jovians
273,HAT-P-13 c,Radial Velocity,446.27,1.258,12.3,4538.421,,5653.0,1.76,129.8823772,47.3519076,FALSE,Jovians
274,HAT-P-14 b,Transit,4.62767,0.0596,15.917,1093.3352,,6600.0,1.82,260.1161719,38.2421682,FALSE,
275,HAT-P-15 b,Transit,10.8635,0.0965,11.882,616.5902,,5568.0,1.07,66.248142,39.460602,FALSE,Jovians
276,HAT-P-16 b,Transit,2.77596,0.0413,14.448,1332.605,,6158.0,1.24,9.5730343,42.4630961,FALSE,
277,HAT-P-17 b,Transit,10.33852,0.0882,11.769,184.3414,,5246.0,0.87,324.5359781,30.4881882,FALSE,Jovians
278,HAT-P-17 c,Radial Velocity,5584.0,5.6,13.1,1080.6,,5336.96,0.84,324.5359781,30.4881882,FALSE,Jovians
279,HAT-P-18 b,Transit,5.508023,0.0559,11.153,62.61,,4803.0,0.75,256.346376,33.0123251,FALSE,Jovians
280,HAT-P-19 b,Transit,4.008778,0.0466,12.689,92.802,,4990.0,0.82,9.5165832,34.7114025,FALSE,Jovians
281,HAT-P-2 b,Transit,5.6335158,0.06814,10.66,2765.121,,6380.0,1.39,245.1514324,41.0479601,FALSE,Jovians
282,HAT-P-20 b,Transit,2.875317,0.0361,9.718,2302.899,,4595.0,0.69,111.9164295,24.3361185,FALSE,Jovians
283,HAT-P-21 b,Transit,4.12448,0.0494,12.442,1547.8321,,5588.0,1.21,171.2749348,41.0280207,FALSE,Jovians
284,HAT-P-22 b,Transit,3.21222,0.0414,12.89,785.0401,,5302.0,1.11,155.6814593,50.1287115,FALSE,Jovians
285,HAT-P-23 b,Transit,1.21288,0.0232,12.218,425.8922,,5905.0,0.96,306.1239076,16.7621462,FALSE,Jovians
286,HAT-P-24 b,Transit,3.35524,0.04651,14.572,238.3725,,6373.0,1.38,108.8251171,14.2626064,FALSE,
287,HAT-P-25 b,Transit,3.65281514,0.0466,12.722,180.84527,325.0,5519.0,0.92,48.4354731,25.1973548,FALSE,Jovians
288,HAT-P-26 b,Transit,4.23452,0.0479,7.062,22.2481,,5079.0,0.87,213.1565508,4.0594175,FALSE,Jovians
289,HAT-P-27 b,Transit,3.039577,0.04,11.43,197.05,,5316.0,0.86,222.7673221,5.9473626,FALSE,Jovians
290,HAT-P-28 b,Transit,3.257215,0.0434,13.585,198.953,,5680.0,1.1,13.0009159,34.728402,FALSE,Jovians
291,HAT-P-29 b,Transit,5.72319,0.0667,13.115,279.6904,433.0,6087.0,1.3,33.1310921,51.7787754,FALSE,Jovians
292,HAT-P-3 b,Transit,2.8997,0.03866,10.536,206.5895,,5185.0,0.87,206.0940142,48.028565,FALSE,Jovians
293,HAT-P-30 b,Transit,2.8106,0.0419,16.141,263.7989,,6304.0,1.31,123.9498431,5.8368669,FALSE,
294,HAT-P-31 b,Transit,5.00542,0.061,12.218,721.4741,,6065.0,1.39,271.5376722,26.4266061,FALSE,Jovians
295,HAT-P-32 b,Transit,2.1500082,0.03397,22.194,216.1244,1841.0,6001.0,1.37,31.0427614,46.6878512,FALSE,
296,HAT-P-33 b,Transit,3.47447,0.04995,20.737,292.4036,,6446.0,1.79,113.1842383,33.8350214,FALSE,
297,HAT-P-34 b,Transit,5.452654,0.06774,13.417,1058.3739,,6442.0,1.53,303.1954355,18.1047776,FALSE,Jovians
298,HAT-P-35 b,Transit,3.646706,0.04978,14.93,335.62848,,6096.0,1.44,123.250703,4.7870288,FALSE,
299,HAT-P-36 b,Transit,1.32734683,0.0241,14.314,587.41341,1821.0,5620.0,1.04,188.2662048,44.9153672,FALSE,
300,HAT-P-37 b,Transit,2.797436,0.0379,13.204,371.528,,5500.0,0.88,284.2960393,51.2691212,FALSE,Jovians
301,HAT-P-38 b,Transit,4.640382,0.0523,9.247,84.857,,5330.0,0.92,35.3834942,32.2460441,FALSE,Jovians
302,HAT-P-39 b,Transit,3.54387,0.0509,17.609,190.372,,6430.0,1.62,113.7582526,17.8300283,FALSE,
303,HAT-P-4 b,Transit,3.056536,0.04438,14.28,213.255,,5860.0,1.62,229.99122,36.229545,FALSE,Jovians
304,HAT-P-40 b,Transit,4.45724,0.0608,17.038,152.5584,,6080.0,1.94,335.5129199,45.4573423,FALSE,
305,HAT-P-41 b,Transit,2.69405,0.04258,22.978,378.2177,,6390.0,2.05,297.3226523,4.6724124,FALSE,
306,HAT-P-42 b,Transit,4.641878,0.0575,14.348,331.801,,5743.0,1.53,135.3443583,6.0970828,FALSE,
307,HAT-P-43 b,Transit,3.332687,0.0443,14.359,210.395,,5645.0,1.1,128.9256885,10.2065866,FALSE,
308,HAT-P-44 b,Transit,4.301219,0.0507,13.922,111.871,,5295.0,0.95,213.1438604,47.0147826,FALSE,Jovians
309,HAT-P-44 c,Radial Velocity,872.2,1.752,13.0,1271.3,,5295.0,0.95,213.1438604,47.0147826,FALSE,Jovians
310,HAT-P-45 b,Transit,3.128992,0.0452,15.984,283.492,,6330.0,1.32,274.3732697,-3.3810594,FALSE,
311,HAT-P-46 b,Transit,4.463129,0.0577,14.392,156.684,,6120.0,1.4,270.4441831,-2.97098,FALSE,
312,HAT-P-49 b,Transit,2.69155,0.04378,17.822,699.226,,6820.0,2.06,305.4413294,26.6926759,FALSE,
313,HAT-P-5 b,Transit,2.78849,0.04073,13.563,311.4734,,5960.0,1.12,274.4055335,36.6214617,FALSE,Jovians
314,HAT-P-50 b,Transit,3.1220109,0.0453,14.437,429.0705,,6280.0,1.7,118.0634379,12.1393474,FALSE,
315,HAT-P-51 b,Transit,4.2180278,0.05069,14.493,98.20947,,5449.0,1.04,21.0651251,32.8107,FALSE,
316,HAT-P-52 b,Transit,2.7535953,0.03694,11.31,259.98494,,5131.0,0.89,42.7217412,29.0222492,FALSE,Jovians
317,HAT-P-53 b,Transit,1.9616241,0.03159,14.773,471.65972,,5956.0,1.21,21.8711012,38.9681137,FALSE,
318,HAT-P-54 b,Transit,3.799847,0.04117,10.581,241.5508,,4390.0,0.62,99.8979924,25.4824005,FALSE,Jovians
319,HAT-P-55 b,Transit,3.5852467,0.04604,13.249,184.97706,,5808.0,1.01,264.2735096,25.7311468,FALSE,Jovians
320,HAT-P-56 b,Transit,2.79083,0.0423,16.926,734.1873,3515.0,6566.0,1.47,100.8480137,27.2521823,FALSE,
321,HAT-P-57 b,Transit,2.4653,0.0406,19.504,448.1403,,6330.0,1.85,274.743418,10.5971968,FALSE,
322,HAT-P-6 b,Transit,3.85298,0.05239,16.589,419.5356,,6570.0,1.62,354.7740917,42.4659866,FALSE,
323,HAT-P-65 b,Transit,2.6054552,0.03951,21.185,167.49641,,5835.0,1.86,315.9054895,11.9893675,FALSE,
324,HAT-P-66 b,Transit,2.972086,0.04363,17.822,248.86089,,6002.0,1.88,150.5726262,53.9508237,FALSE,
325,HAT-P-67 b,Transit,4.8101025,0.06505,23.371,108.0622,,6406.0,2.55,256.6107279,44.7768849,FALSE,
326,HAT-P-68 b,Transit,2.29840551,0.02996,12.016,230.10892,184.8,4508.0,0.67,118.4831501,23.9382192,FALSE,Jovians
327,HAT-P-69 b,Transit,4.7869491,0.06555,18.786,1137.8314,2467.95,7394.0,1.93,130.5056385,3.7105662,FALSE,
328,HAT-P-7 b,Transit,2.20474,0.03676,16.926,584.8072,4353.41,6389.0,2.0,292.24719,47.9695429,FALSE,
329,HAT-P-70 b,Transit,2.74432452,0.04739,20.961,2154.8874,5626.34,8450.0,1.86,74.5523332,9.9979794,FALSE,
330,HAT-P-8 b,Transit,3.07634,0.04496,15.693,406.8224,,6200.0,1.57,343.0414932,35.4471778,FALSE,
331,HAT-P-9 b,Transit,3.92281072,0.05287,15.614,238.05467,931.0,6350.0,1.34,110.1685157,37.1405946,FALSE,
332,HATS-1 b,Transit,3.446459,0.0444,14.594,589.55,,5870.0,1.04,175.5252399,-23.3548451,FALSE,
333,HATS-10 b,Transit,3.312846,0.04491,10.862,167.17858,,5880.0,1.1,294.3068385,-22.2044872,FALSE,Jovians
334,HATS-11 b,Transit,3.619188,0.0507,18.03,263.7989,,6563.0,1.54,289.4007603,-22.3900092,FALSE,
335,HATS-12 b,Transit,3.142702,0.0441,7.76,759.6137,,6357.0,1.17,289.202402,-19.3559227,FALSE,Jovians
336,HATS-13 b,Transit,3.0440499,0.04057,13.585,172.58169,,5523.0,0.89,316.9614798,-26.0967205,FALSE,Jovians
337,HATS-14 b,Transit,2.7667641,0.03815,11.646,340.39593,,5346.0,0.93,313.2154754,-25.6873756,FALSE,Jovians
338,HATS-15 b,Transit,1.74748753,0.02712,12.386,689.6911,,5311.0,0.92,311.0920041,-19.4375266,FALSE,Jovians
339,HATS-16 b,Transit,2.686502,0.03744,14.572,1039.3041,,5738.0,1.24,358.5588439,-30.0130385,FALSE,
340,HATS-17 b,Transit,16.254611,0.1308,8.709,425.25654,72.7,5846.0,1.09,192.1895676,-47.6136789,FALSE,Jovians
341,HATS-18 b,Transit,0.83784,0.0174,14.897,629.14449,2990.0,5600.0,1.02,173.9574203,-29.1560639,FALSE,
342,HATS-2 b,Transit,1.354133,0.023,13.092,427.463,,5227.0,0.9,176.7388264,-22.5630097,FALSE,Jovians
343,HATS-22 b,Transit,4.7228124,0.05025,10.682,870.8542,,4803.0,0.69,174.0098693,-29.5433642,FALSE,Jovians
344,HATS-23 b,Transit,2.1605156,0.03397,20.849,467.2101,,5780.0,1.2,286.36675,-50.0673496,FALSE,
345,HATS-24 b,Transit,1.3484978,0.0238,15.637,718.2958,,6125.0,1.12,268.8907069,-61.7474,FALSE,
346,HATS-25 b,Transit,4.2986432,0.05163,14.123,194.82979,,5715.0,1.11,207.9076746,-23.7812403,FALSE,Jovians
347,HATS-26 b,Transit,3.3023881,0.04735,19.616,206.5895,,6071.0,2.04,144.9268593,-28.5856004,FALSE,
348,HATS-27 b,Transit,4.637038,0.0611,16.814,168.4499,,6438.0,1.74,193.5524603,-46.5877159,FALSE,
349,HATS-28 b,Transit,3.1810781,0.04131,13.384,213.58176,,5498.0,0.92,284.3997616,-49.1385126,FALSE,Jovians
350,HATS-29 b,Transit,4.6058749,0.05475,14.022,207.54299,,5670.0,1.07,285.0965172,-54.8933408,FALSE,Jovians
351,HATS-3 b,Transit,3.547851,0.0485,15.48,340.382,,6351.0,1.4,312.4574879,-24.4286938,FALSE,
352,HATS-30 b,Transit,3.1743516,0.04354,13.171,224.38798,,5943.0,1.06,5.618525,-59.9425892,FALSE,Jovians
353,HATS-31 b,Transit,3.37796,0.0478,18.383,279.6904,,6050.0,1.87,191.7028214,-24.4273897,FALSE,
354,HATS-32 b,Transit,2.8126548,0.04024,14.0,292.4036,,5700.0,1.1,346.0750861,-21.2720168,FALSE,Jovians
355,HATS-33 b,Transit,2.5495551,0.03727,13.787,378.85336,,5659.0,1.02,294.6336944,-55.3302692,FALSE,Jovians
356,HATS-34 b,Transit,2.1061607,0.03166,16.029,299.07803,,5380.0,0.98,0.7744866,-62.4693167,FALSE,
357,HATS-35 b,Transit,1.8209993,0.03199,16.41,388.38826,,6300.0,1.43,296.688442,-63.5656488,FALSE,
358,HATS-36 b,Transit,4.175186,0.0523,12.92,1022.14128,561.0,5950.0,1.1,291.4787013,-23.2028183,FALSE,Jovians
359,HATS-37 A b,Transit,4.3315366,0.04913,6.793,31.46517,229.7,5326.0,0.88,199.80183,-22.9868431,FALSE,Jovians
360,HATS-38 b,Transit,4.375021,0.05036,6.882,23.51942,464.7,5732.0,1.1,154.2710615,-25.2762982,FALSE,Jovians
361,HATS-39 b,Transit,4.5776348,0.06007,17.598,200.2329,,6572.0,1.62,112.4192251,-29.9379163,FALSE,
362,HATS-4 b,Transit,2.516729,0.0362,11.433,420.471,,5403.0,0.93,94.1120914,-22.5468824,FALSE,Jovians
363,HATS-40 b,Transit,3.2642736,0.04997,17.71,505.3497,,6460.0,2.26,100.5712467,-29.77678,FALSE,
364,HATS-41 b,Transit,4.193649,0.0583,14.908,3082.951,,6424.0,1.71,103.5173558,-27.0504156,FALSE,
365,HATS-42 b,Transit,2.292102,0.03689,15.693,597.5204,,6060.0,1.48,108.4523991,-33.4373462,FALSE,
366,HATS-43 b,Transit,4.3888497,0.04944,13.227,82.95363,,5099.0,0.81,80.5382418,-30.9708179,FALSE,Jovians
367,HATS-44 b,Transit,2.7439004,0.03649,11.96,177.9848,,5080.0,0.85,84.3267559,-27.9725758,FALSE,Jovians
368,HATS-45 b,Transit,4.1876244,0.05511,14.415,222.481,,6450.0,1.31,101.9942455,-21.9107112,FALSE,
369,HATS-46 b,Transit,4.7423729,0.05367,10.122,54.98459,,5495.0,0.85,6.7026401,-56.3161021,FALSE,Jovians
370,HATS-47 b,Transit,3.9228038,0.04269,12.52,117.27927,87.73,4512.0,0.66,287.4844021,-49.6649424,FALSE,Jovians
371,HATS-48 A b,Transit,3.1316666,0.03769,8.967,77.23269,137.6,4546.0,0.72,288.6720048,-59.5793505,FALSE,Jovians
372,HATS-49 b,Transit,4.1480467,0.04515,8.575,112.19399,80.45,4405.0,0.7,6.6135927,-56.3442798,FALSE,Jovians
373,HATS-5 b,Transit,4.763387,0.0542,10.223,75.323,,5304.0,0.87,67.2228465,-21.4820568,FALSE,Jovians
374,HATS-50 b,Transit,3.8297015,0.05046,12.666,123.9537,,5990.0,1.12,300.4280761,-26.077564,FALSE,Jovians
375,HATS-51 b,Transit,3.3488702,0.04639,15.805,244.09344,,5758.0,1.44,102.8474248,-29.0586551,FALSE,
376,HATS-52 b,Transit,1.36665436,0.02498,15.491,711.9392,,6010.0,1.05,140.0875894,-31.2692116,FALSE,
377,HATS-53 b,Transit,3.8537768,0.04753,15.02,189.10885,,5644.0,1.1,176.628323,-33.8600764,FALSE,
378,HATS-54 b,Transit,2.5441828,0.03763,11.96,241.5508,,5702.0,1.32,200.6348641,-44.6888393,FALSE,Jovians
379,HATS-55 b,Transit,4.2042001,0.05412,14.022,292.72143,,6214.0,1.13,114.2833819,-32.7554188,FALSE,Jovians
380,HATS-56 b,Transit,4.324799,0.06043,18.921,191.33366,,6536.0,2.2,180.165072,-45.7994559,FALSE,
381,HATS-57 b,Transit,2.350621,0.03493,12.767,1000.21101,,5587.0,0.96,60.9482779,-19.0568182,FALSE,Jovians
382,HATS-58 A b,Transit,4.2180896,0.05798,12.274,327.3649,,7175.0,1.43,186.7873036,-48.9784105,FALSE,Jovians
383,HATS-59 b,Transit,5.416081,0.06112,12.621,256.17098,269.0,5670.0,1.04,170.324325,-22.388177,FALSE,Jovians
384,HATS-59 c,Radial Velocity,1422.0,2.504,12.3,4036.441,0.16,5670.0,1.04,170.324325,-22.388177,FALSE,Jovians
385,HATS-6 b,Transit,3.3252725,0.03623,11.187,101.38777,,3724.0,0.57,88.1468079,-19.0316268,FALSE,Jovians
386,HATS-60 b,Transit,3.560829,0.04708,12.924,210.40346,903.9,5688.0,1.46,341.3640336,-14.9917747,FALSE,Jovians
387,HATS-61 b,Transit,7.817953,0.07908,13.395,1080.622,374.2,5542.0,1.66,61.6578005,-25.3496674,FALSE,Jovians
388,HATS-62 b,Transit,3.2768837,0.04163,11.825,56.89157,387.4,5416.0,0.93,312.4493079,-24.303506,FALSE,Jovians
389,HATS-63 b,Transit,3.0566527,0.04026,13.529,305.1168,634.1,5627.0,1.07,67.418582,-28.1972149,FALSE,Jovians
390,HATS-64 b,Transit,4.908897,0.06562,18.82,305.1168,1711.0,6554.0,2.11,144.2876092,-29.800444,FALSE,
391,HATS-65 b,Transit,3.105161,0.04497,16.825,260.93843,1178.0,6277.0,1.31,292.9397825,-26.7402021,FALSE,
392,HATS-66 b,Transit,3.1414391,0.04714,15.816,1694.0339,2637.0,6626.0,1.84,101.3948048,-33.8816918,FALSE,
393,HATS-67 b,Transit,1.6091788,0.03032,18.887,460.8535,3821.0,6594.0,1.44,180.2087883,-46.1364201,FALSE,
394,HATS-68 b,Transit,3.5862202,0.05071,13.809,410.0007,1521.0,6147.0,1.75,15.006077,-58.9047242,FALSE,Jovians
395,HATS-69 b,Transit,2.2252577,0.03211,10.593,183.38791,466.6,5137.0,0.88,289.2974275,-60.8917599,FALSE,Jovians
396,HATS-7 b,Transit,3.185315,0.04012,6.311,38.1396,,4985.0,0.81,208.8567465,-21.2078587,FALSE,Jovians
397,HATS-70 b,Transit,1.8882378,0.03632,15.513,4100.007,9110.0,7930.0,1.88,109.1045212,-31.2443947,FALSE,
398,HATS-71 b,Transit,3.7955202,0.03745,11.478,117.5971,18.08,3405.0,0.48,15.5518893,-61.7561333,FALSE,Jovians
399,HATS-72 b,Transit,7.3279474,0.066517,8.097,39.85588,49.58,4656.1,0.72,339.0258401,-17.0003046,FALSE,Jovians
400,HATS-8 b,Transit,3.583893,0.04667,9.785,43.86054,,5679.0,1.09,294.9416887,-25.7483655,FALSE,Jovians
401,HATS-9 b,Transit,1.915291,0.0312,13.85,266.02371,,5599.0,1.56,290.8101704,-20.1663771,FALSE,Jovians
402,HD 100546 b,Imaging,,53.0,77.342,239000.0,,10500.0,1.85,173.3555116,-70.1947897,FALSE,
403,HD 100655 b,Radial Velocity,157.57001,0.68,13.5,511.7063,,4891.0,10.06,173.7653631,20.441541,FALSE,Jovians
404,HD 100777 b,Radial Velocity,383.70001,1.03,13.8,327.3649,,5533.0,1.04,173.9646303,-4.7555425,TRUE,Jovians
405,HD 10180 c,Radial Velocity,5.75969,0.06412,3.68,13.1,,5911.0,1.11,24.4731133,-60.5114881,FALSE,sub-Jovians
406,HD 10180 d,Radial Velocity,16.357,0.12859,3.45,11.75,,5911.0,1.11,24.4731133,-60.5114881,FALSE,sub-Neptunes
407,HD 10180 e,Radial Velocity,49.748,0.2699,5.39,25.1,,5911.0,1.11,24.4731133,-60.5114881,FALSE,sub-Jovians
408,HD 10180 f,Radial Velocity,122.744,0.4929,5.24,23.9,,5911.0,1.11,24.4731133,-60.5114881,FALSE,sub-Jovians
409,HD 10180 g,Radial Velocity,604.67,1.427,4.91,21.4,,5911.0,1.11,24.4731133,-60.5114881,TRUE,sub-Jovians
410,HD 10180 h,Radial Velocity,2205.0,3.381,9.4,64.4,,5911.0,1.11,24.4731133,-60.5114881,FALSE,Jovians
