,Planet Name,Detection Method,Orbital Period,Orbit Semi-Major Axis,Planet Radius,Planet Mass,Insolation Flux,Stellar Effective Temperature,Stellar Radius,RA [degree],Dec [degree],Habitable Zone Flag,Planet Classification
3413,Kepler-619 b,Transit,5.4042722,0.0611,3.16,10.1,224.15,5980.0,1.11,290.8490899,48.4159782,FALSE,sub-Neptunes
3414,Kepler-619 c,Transit,1.20846503,0.0225,1.69,3.5,1652.91,5980.0,1.11,290.8490899,48.4159782,FALSE,Super Earths
3415,Kepler-62 b,Transit,5.714932,0.0553,1.31,9.0,80.33,4925.0,0.64,283.2125621,45.3496992,FALSE,Super Earths
3416,Kepler-62 c,Transit,12.4417,0.0929,0.54,4.0,28.49,4925.0,0.64,283.2125621,45.3496992,FALSE,Rocky
3417,Kepler-62 d,Transit,18.16406,0.12,1.95,14.0,17.21,4925.0,0.64,283.2125621,45.3496992,FALSE,sub-Neptunes
3418,Kepler-62 e,Transit,122.3874,0.427,1.61,36.0,1.35,4925.0,0.64,283.2125621,45.3496992,TRUE,Super Earths
3419,Kepler-62 f,Transit,267.291,0.718,1.41,35.0,0.48,4925.0,0.64,283.2125621,45.3496992,TRUE,Super Earths
3420,Kepler-620 b,Transit,12.91375431,0.1053,3.32,11.0,219.05,6155.0,1.22,291.1593939,51.3348228,FALSE,sub-Neptunes
3421,Kepler-621 b,Transit,2.62811375,0.031,2.3,5.9,69.56,4521.0,0.68,290.927245,39.9141166,FALSE,sub-Neptunes
3422,Kepler-622 b,Transit,14.28226676,0.0978,2.13,5.18,12.49,4201.0,0.61,284.4784454,40.9331723,FALSE,sub-Neptunes
3423,Kepler-623 b,Transit,9.07097734,0.0854,3.01,9.32,77.1,5443.0,0.86,296.9867284,47.4773531,FALSE,sub-Neptunes
3424,Kepler-624 b,Transit,14.58649607,0.1172,2.31,5.95,130.76,6117.0,1.18,295.1933631,39.5396946,FALSE,sub-Neptunes
3425,Kepler-625 b,Transit,7.75192492,0.0768,1.99,4.62,407.83,5789.0,0.96,292.1504723,39.6375254,FALSE,sub-Neptunes
3426,Kepler-625 c,Transit,4.1653651,0.0508,1.05,1.16,932.13,5789.0,0.96,292.1504723,39.6375254,FALSE,Super Earths
3427,Kepler-626 b,Transit,14.48585199,0.115,2.29,5.86,69.8,5813.0,1.05,288.6986828,39.7082044,FALSE,sub-Neptunes
3428,Kepler-627 b,Transit,40.6994443,0.2327,3.73,13.4,39.3,6424.0,1.49,292.1042198,39.7678585,FALSE,sub-Jovians
3429,Kepler-628 b,Transit,15.4580567,0.1241,8.4,53.2,262.6,5721.0,1.28,290.4492955,39.854802,FALSE,Jovians
3430,Kepler-629 b,Transit,7.2385854,0.0712,1.38,2.48,103.15,5444.0,0.84,289.4179128,39.9450757,FALSE,Super Earths
3431,Kepler-63 b,Transit,9.4341505,0.08,6.11,120.0,100.37,5576.0,0.9,289.2262876,49.5482814,FALSE,Jovians
3432,Kepler-630 b,Transit,161.4743937,0.5729,3.18,10.2,5.57,5829.0,1.04,293.4270647,39.9423967,FALSE,sub-Neptunes
3433,Kepler-631 b,Transit,17.97979059,0.1447,2.9,8.75,94.14,6185.0,1.33,296.885724,40.2281717,FALSE,sub-Neptunes
3434,Kepler-632 b,Transit,30.99660733,0.1885,2.21,5.52,14.72,5322.0,0.84,297.252613,40.288605,FALSE,sub-Neptunes
3435,Kepler-633 b,Transit,8.50340718,0.0815,1.63,3.29,257.22,5899.0,1.15,295.2173259,40.5921599,FALSE,Super Earths
3436,Kepler-634 b,Transit,5.16950177,0.0578,1.89,4.23,808.84,6075.0,1.24,291.19509,40.7027352,FALSE,sub-Neptunes
3437,Kepler-635 b,Transit,23.44971004,0.1764,2.64,7.46,193.93,6174.0,1.51,289.7732613,40.8007019,FALSE,sub-Neptunes
3438,Kepler-636 b,Transit,16.08066115,0.1185,4.45,18.1,67.51,5203.0,0.8,293.5920614,41.0950891,FALSE,sub-Jovians
3439,Kepler-637 b,Transit,23.20584623,0.1867,4.75,20.2,63.8,6096.0,2.56,292.4172566,41.4168384,FALSE,sub-Jovians
3440,Kepler-638 b,Transit,6.07972888,0.0632,1.83,4.01,872.57,5382.0,0.93,284.9194213,41.6172093,FALSE,sub-Neptunes
3441,Kepler-639 b,Transit,10.21420496,0.0966,2.38,6.26,295.83,5896.0,1.29,292.1868271,41.726944,FALSE,sub-Neptunes
3442,Kepler-640 b,Transit,22.24813967,0.1566,2.56,7.08,35.06,5653.0,0.94,296.0322,42.1317392,FALSE,sub-Neptunes
3443,Kepler-641 b,Transit,9.48961571,0.0879,1.85,4.08,311.79,5713.0,1.13,291.8235292,42.5161945,FALSE,sub-Neptunes
3444,Kepler-642 b,Transit,4.41745855,0.0589,2.9,8.75,719.37,6570.0,1.66,293.8345542,42.624948,FALSE,sub-Neptunes
3445,Kepler-643 b,Transit,16.33889626,0.126,10.16,321.0083,211.71,4908.0,2.52,290.3272423,42.8982283,FALSE,Jovians
3446,Kepler-644 b,Transit,3.1739171,0.0466,3.15,10.1,2381.77,6747.0,1.81,295.4757022,43.4931119,FALSE,sub-Neptunes
3447,Kepler-645 b,Transit,3.27582262,0.049,2.1,5.06,1364.76,6170.0,1.21,290.3227098,44.0358625,FALSE,sub-Neptunes
3448,Kepler-646 b,Transit,15.87364565,0.1149,1.99,4.62,38.23,5634.0,0.91,290.4714596,44.3870422,FALSE,sub-Neptunes
3449,Kepler-647 b,Transit,16.2254649,0.1222,1.17,1.71,162.79,6020.0,1.07,284.7882977,44.5916225,FALSE,Super Earths
3450,Kepler-647 c,Transit,29.6663,0.1827,4.001,15.1,37.22,5906.74,1.55,284.7882977,44.5916225,FALSE,sub-Jovians
3451,Kepler-648 b,Transit,17.4211749,0.1341,3.22,10.5,47.34,5741.0,0.98,283.8996207,45.0169137,FALSE,sub-Neptunes
3452,Kepler-649 b,Transit,29.90722674,0.1805,2.26,5.73,25.15,5871.0,0.94,285.6558336,45.0794516,FALSE,sub-Neptunes
3453,Kepler-65 b,Transit,2.15491,0.035,1.42,2.4,2316.09,6211.0,1.41,288.6887221,41.1511076,FALSE,Super Earths
3454,Kepler-65 c,Transit,5.859944,0.068,2.58,5.4,609.99,6211.0,1.41,288.6887221,41.1511076,FALSE,sub-Neptunes
3455,Kepler-65 d,Transit,8.13123,0.084,1.52,4.14,394.55,6211.0,1.41,288.6887221,41.1511076,FALSE,Super Earths
3456,Kepler-65 e,Radial Velocity,258.8,,13.9,260.0,,6220.0,1.44,288.6887221,41.1511076,,Jovians
3457,Kepler-650 b,Transit,3.03214559,0.0421,2.96,9.06,1218.88,5849.0,1.35,289.0009451,45.1542968,FALSE,sub-Neptunes
3458,Kepler-651 b,Transit,21.38521506,0.1409,2.37,6.21,27.22,5522.0,0.87,287.3327284,46.2034366,FALSE,sub-Neptunes
3459,Kepler-652 b,Transit,4.18200253,0.0503,2.49,6.76,211.88,5490.0,0.88,288.0080899,46.4736108,FALSE,sub-Neptunes
3460,Kepler-653 b,Transit,14.70748976,0.1197,1.95,4.46,90.38,5665.0,1.19,282.2130447,46.7177898,FALSE,sub-Neptunes
3461,Kepler-653 c,Transit,0.90037648,0.0186,0.78,0.399,3743.28,5665.0,1.19,282.2130447,46.7177898,FALSE,Rocky
3462,Kepler-654 b,Transit,13.72465129,0.1116,2.07,4.94,229.31,5865.0,1.11,297.0683931,46.8342497,FALSE,sub-Neptunes
3463,Kepler-655 b,Transit,46.4063358,0.2559,2.71,7.8,28.77,6170.0,1.24,297.2590664,46.843165,FALSE,sub-Neptunes
3464,Kepler-656 b,Transit,1.26025909,0.0232,3.12,9.91,924.37,5281.0,0.82,288.3278778,47.381538,FALSE,sub-Neptunes
3465,Kepler-657 b,Transit,24.54350418,0.1654,3.52,12.2,34.07,5808.0,1.01,291.1973006,47.3077545,FALSE,sub-Jovians
3466,Kepler-658 b,Transit,1.28707676,0.0188,1.63,3.29,223.75,4103.0,0.6,282.983621,47.5783897,FALSE,Super Earths
3467,Kepler-659 b,Transit,17.671796,0.1204,2.5,6.8,21.31,4870.0,0.74,287.6081777,47.5096893,FALSE,sub-Neptunes
3468,Kepler-66 b,Transit,17.815815,0.1352,2.8,8.25,62.84,5962.0,0.97,293.9815378,46.687728,FALSE,sub-Neptunes
3469,Kepler-660 b,Transit,9.27358194,0.0759,2.57,7.13,44.09,4779.0,0.71,288.1382985,47.7245642,FALSE,sub-Neptunes
3470,Kepler-661 b,Transit,6.02930132,0.0585,3.07,9.64,45.53,4483.0,0.67,283.7107463,47.8631748,FALSE,sub-Neptunes
3471,Kepler-662 b,Transit,21.67697486,0.1408,2.18,5.39,23.82,4897.0,0.74,290.4650801,47.9291252,FALSE,sub-Neptunes
3472,Kepler-663 b,Transit,4.99678284,0.0559,2.6,7.27,167.98,5264.0,0.82,297.8082232,47.9466342,FALSE,sub-Neptunes
3473,Kepler-664 b,Transit,2.52559332,0.0374,2.66,7.56,652.43,5754.0,1.02,288.7549029,48.226203,FALSE,sub-Neptunes
3474,Kepler-665 b,Transit,16.01310205,0.1148,2.6,7.27,20.72,4913.0,0.74,297.0255947,48.4785669,FALSE,sub-Neptunes
3475,Kepler-666 b,Transit,4.49876092,0.0542,2.4,6.35,575.64,5887.0,1.05,298.4568899,48.7915925,FALSE,sub-Neptunes
3476,Kepler-667 b,Transit,41.43962808,0.2288,4.73,20.1,71.82,5327.0,0.87,295.5549918,49.0172956,FALSE,sub-Jovians
3477,Kepler-668 b,Transit,8.35390639,0.0768,2.7,7.75,77.62,5352.0,0.82,285.4992845,49.2772713,FALSE,sub-Neptunes
3478,Kepler-669 b,Transit,4.12554687,0.0529,4.83,20.8,826.76,6038.0,1.2,291.9361615,49.2539473,FALSE,sub-Jovians
3479,Kepler-67 b,Transit,15.7259,0.1171,2.94,8.96,34.2,5331.0,0.78,294.1533505,46.1663976,FALSE,sub-Neptunes
3480,Kepler-670 b,Transit,2.81650485,0.0383,13.18,,528.22,5709.0,0.99,297.0154644,49.2252988,FALSE,Jovians
3481,Kepler-671 b,Transit,4.28095859,0.0503,2.69,7.7,331.44,5624.0,0.95,294.2657519,49.3140933,FALSE,sub-Neptunes
3482,Kepler-672 b,Transit,38.3774623,0.2163,2.5,6.8,16.36,5627.0,0.92,291.7219993,49.4808492,FALSE,sub-Neptunes
3483,Kepler-673 b,Transit,3.72873109,0.0455,6.54,34.8,253.46,5355.0,0.84,290.7857595,50.0540561,FALSE,Jovians
3484,Kepler-674 b,Transit,2.24338185,0.028,1.69,3.5,146.51,4192.0,0.57,285.1761864,50.1496897,FALSE,Super Earths
3485,Kepler-675 b,Transit,2.33743801,0.0325,2.44,6.53,308.55,4945.0,0.75,293.8334488,50.2303479,FALSE,sub-Neptunes
3486,Kepler-676 b,Transit,11.59822172,0.0798,3.04,9.48,8.24,3701.0,0.49,296.2220259,50.2873626,FALSE,sub-Neptunes
3487,Kepler-677 b,Transit,6.57531678,0.067,5.38,25.0,683.27,5723.0,0.99,290.0980478,50.3215731,FALSE,sub-Jovians
3488,Kepler-678 b,Transit,7.27503724,0.0732,5.14,23.1,113.64,5520.0,0.91,295.4552577,50.4945093,FALSE,sub-Jovians
3489,Kepler-679 b,Transit,12.39358604,0.0983,3.01,9.32,56.0,5403.0,0.84,296.0213374,50.5678019,FALSE,sub-Neptunes
3490,Kepler-68 b,Transit,5.3988,0.0617,2.354,7.65,439.92,5875.23,1.26,291.0323102,49.0402129,FALSE,sub-Neptunes
3491,Kepler-68 c,Transit,9.6051,0.09059,0.92,2.04,204.48,5875.23,1.26,291.0323102,49.0402129,FALSE,Rocky
3492,Kepler-68 d,Radial Velocity,634.6,1.4,13.9,267.0,,5875.23,1.26,291.0323102,49.0402129,TRUE,Jovians
3493,Kepler-680 b,Transit,3.68992629,0.0469,2.42,6.44,706.62,5890.0,1.11,291.622381,50.6181793,FALSE,sub-Neptunes
3494,Kepler-681 b,Transit,26.39435646,0.1635,3.08,9.69,14.15,5021.0,0.76,289.3997364,51.2502428,FALSE,sub-Neptunes
3495,Kepler-682 b,Transit,12.61190667,0.1058,7.37,42.6,306.1,5559.0,0.89,289.1122204,51.7373589,FALSE,Jovians
3496,Kepler-683 b,Transit,2.53918318,0.0355,1.97,4.54,702.28,5703.0,0.95,291.4399598,37.9056293,FALSE,sub-Neptunes
3497,Kepler-684 b,Transit,6.77030201,0.064,3.36,11.2,102.87,5493.0,0.86,290.8704935,38.2735978,FALSE,sub-Neptunes
3498,Kepler-685 b,Transit,1.6255222,0.0265,10.58,78.8,1137.12,5963.0,1.16,293.8719143,38.4229184,FALSE,Jovians
3499,Kepler-686 b,Transit,1.59474546,0.0258,12.15,,2132.9,5649.0,0.92,285.213819,39.027466,FALSE,Jovians
3500,Kepler-687 b,Transit,20.50586978,0.1326,3.52,12.2,15.65,4841.0,0.73,289.3154576,39.1532911,FALSE,sub-Jovians
3501,Kepler-688 b,Transit,3.89593684,0.046,9.76,68.7,458.91,5715.0,0.96,294.6552312,39.3083446,FALSE,Jovians
3502,Kepler-689 b,Transit,22.36656079,0.1449,2.89,8.7,35.34,5518.0,0.88,294.7106347,39.5216975,FALSE,sub-Neptunes
3503,Kepler-69 b,Transit,13.722341,0.094,2.24,5.65,123.52,5638.0,0.93,293.2609013,44.8688656,FALSE,sub-Neptunes
3504,Kepler-69 c,Transit,242.4613,0.64,1.71,3.57,2.69,5638.0,0.93,293.2609013,44.8688656,FALSE,Super Earths
3505,Kepler-690 b,Transit,7.74809437,0.081,5.95,29.6,225.7,5913.0,1.16,294.4899225,39.7714758,FALSE,sub-Jovians
3506,Kepler-691 b,Transit,8.114379,0.0649,2.09,5.02,12.99,3715.0,0.5,288.8117314,40.0332311,FALSE,sub-Neptunes
3507,Kepler-692 b,Transit,21.81293494,0.1495,3.11,9.85,28.5,5440.0,0.86,294.7768068,40.1537027,FALSE,sub-Neptunes
3508,Kepler-693 b,Transit,15.37563332,0.1121,10.18,73.8,31.64,4881.0,0.72,283.253527,40.3582155,FALSE,Jovians
3509,Kepler-694 b,Transit,6.36584161,0.0659,2.8,8.25,206.44,5700.0,0.95,291.1495269,40.4204569,FALSE,sub-Neptunes
3510,Kepler-695 b,Transit,3.04033042,0.0374,9.21,62.3,499.06,5181.0,0.8,299.3160934,40.8223815,FALSE,Jovians
3511,Kepler-696 b,Transit,4.19042557,0.0535,6.14,31.3,607.52,5903.0,1.08,293.4965906,41.1375635,FALSE,Jovians
3512,Kepler-697 b,Transit,3.70987065,0.0471,4.13,16.0,472.24,5513.0,0.88,283.8643937,41.3463859,FALSE,sub-Jovians
3513,Kepler-698 b,Transit,16.32976218,0.1255,3.68,13.1,172.56,5612.0,0.91,288.5099994,41.3017465,FALSE,sub-Jovians
3514,Kepler-699 b,Transit,27.80756293,0.1711,14.11,,22.24,5330.0,0.78,296.8881532,41.3960896,FALSE,Jovians
3515,Kepler-7 b,Transit,4.8854892,0.06067,18.181,140.16303,1375.11,5933.0,1.97,288.5814928,41.0897335,FALSE,
3516,Kepler-700 b,Transit,80.8720639,0.3577,5.99,30.0,12.07,5692.0,0.96,287.154224,41.5657775,FALSE,sub-Jovians
3517,Kepler-701 b,Transit,10.35533177,0.0895,2.84,8.45,75.62,5343.0,0.84,288.99418,41.6333125,FALSE,sub-Neptunes
3518,Kepler-702 b,Transit,10.52629406,0.088,9.17,61.8,88.91,5419.0,0.86,293.8781041,41.6617245,FALSE,Jovians
3519,Kepler-703 b,Transit,4.58352176,0.0535,8.2,51.1,373.11,6185.0,1.27,299.1868586,41.742699,FALSE,Jovians
3520,Kepler-704 b,Transit,3.76182115,0.047,2.61,7.32,514.12,5616.0,0.96,283.3163671,41.8370942,FALSE,sub-Neptunes
3521,Kepler-705 b,Transit,56.0560538,0.232,2.11,5.1,0.73,3722.0,0.51,289.5085612,41.8120234,TRUE,sub-Neptunes
3522,Kepler-706 b,Transit,41.40831347,0.2162,13.17,,15.01,5394.0,0.84,291.7602803,41.9440794,FALSE,Jovians
3523,Kepler-707 b,Transit,2.23749275,0.0325,1.33,2.33,336.67,5099.0,0.76,290.007564,42.1164698,FALSE,Super Earths
3524,Kepler-708 b,Transit,3.16789194,0.0426,2.93,8.91,684.76,5692.0,0.96,293.8164588,42.2125159,FALSE,sub-Neptunes
3525,Kepler-709 b,Transit,16.08524954,0.1173,2.92,8.85,28.22,5071.0,0.77,292.105272,42.3803077,FALSE,sub-Neptunes
3526,Kepler-710 b,Transit,4.34728553,0.0524,1.88,4.19,710.87,5611.0,0.91,291.9641255,42.6961308,FALSE,sub-Neptunes
3527,Kepler-711 b,Transit,23.58914398,0.1429,3.41,11.5,15.57,5222.0,0.8,297.4600468,42.8398172,FALSE,sub-Neptunes
3528,Kepler-712 b,Transit,21.02247699,0.1378,3.41,11.5,15.8,5148.0,0.78,294.9096739,42.9351987,FALSE,sub-Neptunes
3529,Kepler-712 c,Transit,226.89047,0.6732,4.85,21.0,0.66,5148.0,0.78,294.9096739,42.9351987,TRUE,sub-Jovians
3530,Kepler-713 b,Transit,7.411141,0.0748,2.48,6.71,228.28,5785.0,0.99,295.6513819,43.0297781,FALSE,sub-Neptunes
3531,Kepler-714 b,Transit,8.09888799,0.0832,9.67,67.6,484.01,5995.0,1.12,282.6994685,43.2727437,FALSE,Jovians
3532,Kepler-715 b,Transit,10.00652995,0.0933,3.75,13.5,181.41,5871.0,1.04,283.6307971,43.3793638,FALSE,sub-Jovians
3533,Kepler-716 b,Transit,10.37168453,0.0873,2.9,8.75,42.49,5099.0,0.78,290.3931809,43.3638577,FALSE,sub-Neptunes
3534,Kepler-716 c,Transit,3.96999,0.046,1.393,2.52,229.37,5012.0,0.74,290.3931809,43.3638577,FALSE,Super Earths
3535,Kepler-717 b,Transit,4.40840023,0.052,2.42,6.44,398.0,5485.0,0.85,292.9655071,43.346345,FALSE,sub-Neptunes
3536,Kepler-718 b,Transit,2.0523499,0.0322,16.56,41600.0,1324.2,6191.0,1.3,299.5618676,43.5035173,FALSE,
3537,Kepler-719 b,Transit,5.00731778,0.0556,8.52,54.5,234.28,5777.0,0.98,295.5360628,43.8844116,FALSE,Jovians
3538,Kepler-720 b,Transit,4.70832654,0.0539,8.41,53.4,384.56,5618.0,0.92,298.6356478,44.1709388,FALSE,Jovians
3539,Kepler-721 b,Transit,5.39202539,0.0583,2.64,7.46,138.75,5075.0,0.78,284.4305132,44.4803776,FALSE,sub-Neptunes
3540,Kepler-722 b,Transit,4.09357325,0.0514,2.63,7.41,414.6,5863.0,1.05,290.2632874,44.5564051,FALSE,sub-Neptunes
3541,Kepler-722 c,Transit,105.144749,0.4471,2.82,8.35,5.48,5863.0,1.05,290.2632874,44.5564051,FALSE,sub-Neptunes
3542,Kepler-723 b,Transit,4.08227507,0.0479,12.19,,251.48,5539.0,0.89,284.8304434,44.6580932,FALSE,Jovians
3543,Kepler-724 b,Transit,3.31494634,0.0433,3.29,10.8,339.4,5437.0,0.86,293.4548441,44.7927823,FALSE,sub-Neptunes
3544,Kepler-725 b,Transit,39.64317811,0.215,10.63,79.4,10.97,5363.0,0.84,283.9774949,44.8115613,FALSE,Jovians
3545,Kepler-726 b,Transit,21.80451088,0.1406,3.26,10.7,25.3,5452.0,0.85,291.7172776,44.8873466,FALSE,sub-Neptunes
3546,Kepler-727 b,Transit,5.15448442,0.0546,2.53,6.94,176.69,5441.0,0.86,294.8469333,45.0344155,FALSE,sub-Neptunes
3547,Kepler-728 b,Transit,5.74347727,0.0625,3.34,11.1,484.51,5660.0,0.93,291.0923621,45.1155087,FALSE,sub-Neptunes
3548,Kepler-729 b,Transit,3.16635371,0.0432,3.58,12.5,1089.55,5633.0,0.91,286.3600604,45.4142664,FALSE,sub-Jovians
3549,Kepler-730 b,Transit,6.49168281,0.0694,12.33,,418.8,5620.0,1.41,285.5547895,45.578842,FALSE,Jovians
3550,Kepler-730 c,Transit,2.85188338,0.03997,1.569,3.09,903.77,5620.0,1.41,285.5547895,45.578842,FALSE,Super Earths
3551,Kepler-731 b,Transit,3.85560355,0.0505,13.88,,456.7,5849.0,1.06,296.3931945,45.568533,FALSE,Jovians
3552,Kepler-732 b,Transit,9.46781405,0.0691,2.18,5.39,8.56,3631.0,0.46,283.7317274,45.9585288,FALSE,sub-Neptunes
3553,Kepler-732 c,Transit,0.89304124,0.0143,1.27,2.15,199.85,3631.0,0.46,283.7317274,45.9585288,FALSE,Super Earths
3554,Kepler-733 b,Transit,20.83424726,0.1483,2.82,8.35,24.51,5418.0,0.86,293.0181882,45.9147063,FALSE,sub-Neptunes
3555,Kepler-734 b,Transit,6.10485286,0.0583,3.56,12.4,89.25,5326.0,0.78,297.0456122,46.0273893,FALSE,sub-Jovians
3556,Kepler-735 b,Transit,11.51516988,0.0965,2.95,9.01,32.68,5107.0,0.8,284.6888328,46.1721391,FALSE,sub-Neptunes
3557,Kepler-736 b,Transit,3.60147201,0.0428,2.93,8.91,233.03,5217.0,0.81,285.3913092,46.1809293,FALSE,sub-Neptunes
3558,Kepler-737 b,Transit,28.59915399,0.1422,1.96,4.5,2.3,3813.0,0.48,291.8629793,46.4291614,FALSE,sub-Neptunes
3559,Kepler-738 b,Transit,24.58721573,0.1552,2.5,6.8,27.64,5327.0,0.82,287.5696516,46.5679011,FALSE,sub-Neptunes
3560,Kepler-739 b,Transit,12.53248465,0.1054,3.32,11.0,115.96,5601.0,0.9,290.067994,46.5791535,FALSE,sub-Neptunes
3561,Kepler-74 b,Transit,7.340711,0.0781,10.76,200.22,337.68,6000.0,1.12,293.0925275,41.3555095,FALSE,Jovians
3562,Kepler-740 b,Transit,3.58410122,0.0462,4.57,18.9,432.87,5438.0,0.87,286.4822566,46.692456,FALSE,sub-Jovians
3563,Kepler-741 b,Transit,7.03902374,0.0744,2.97,9.11,461.99,6129.0,1.24,289.4317294,46.6174978,FALSE,sub-Neptunes
3564,Kepler-742 b,Transit,8.36086824,0.0744,3.24,10.6,38.1,4642.0,0.71,283.8659676,46.7896522,FALSE,sub-Neptunes
3565,Kepler-743 b,Transit,3.17926292,0.0418,1.21,1.92,397.25,5486.0,0.85,295.57423,42.8064255,FALSE,Super Earths
3566,Kepler-744 b,Transit,12.06222443,0.0993,1.62,3.26,62.95,5594.0,0.93,296.4960493,47.1827848,FALSE,Super Earths
3567,Kepler-745 b,Transit,9.93143556,0.0915,2.16,5.31,286.03,5849.0,1.04,291.4994412,37.0592571,FALSE,sub-Neptunes
3568,Kepler-746 b,Transit,3.48159251,0.0435,1.11,1.41,421.61,5418.0,0.93,290.6822097,37.3551593,FALSE,Super Earths
3569,Kepler-747 b,Transit,35.61760587,0.1916,5.27,24.1,10.19,5096.0,0.78,288.4165196,41.0298175,FALSE,sub-Jovians
3570,Kepler-748 b,Transit,7.40742793,0.0745,2.52,6.9,439.78,5934.0,1.1,292.2628779,37.2369732,FALSE,sub-Neptunes
3571,Kepler-749 b,Transit,17.31716585,0.1054,3.1,9.8,24.63,5009.0,0.75,299.8973341,43.9040667,FALSE,sub-Neptunes
3572,Kepler-75 b,Transit,8.8849116,0.0818,11.77,3209.9,106.48,5200.0,0.89,291.1376203,36.5773443,FALSE,Jovians
3573,Kepler-750 b,Transit,9.42887179,0.093,3.07,9.64,255.74,6160.0,1.23,289.0968274,44.004364,FALSE,sub-Neptunes
3574,Kepler-750 c,Transit,4.08899022,0.0533,1.62,3.26,778.59,6160.0,1.23,289.0968274,44.004364,FALSE,Super Earths
3575,Kepler-751 b,Transit,17.44490636,0.1263,2.46,6.62,39.01,5387.0,0.84,294.8438103,44.0776872,FALSE,sub-Neptunes
3576,Kepler-752 b,Transit,18.82747265,0.1353,2.81,8.3,45.28,5373.0,0.83,292.2681469,37.955672,FALSE,sub-Neptunes
3577,Kepler-753 b,Transit,5.74772501,0.054,1.91,4.31,41.67,4346.0,0.65,291.9032411,37.9023677,FALSE,sub-Neptunes
3578,Kepler-754 b,Transit,14.5596237,0.116,2.01,4.7,216.47,5935.0,1.08,293.2541121,37.8461519,FALSE,sub-Neptunes
3579,Kepler-755 b,Transit,1.26909037,0.0214,1.76,3.75,889.89,5043.0,0.77,296.8609348,41.0973178,FALSE,sub-Neptunes
3580,Kepler-755 c,Transit,2.85313364,0.0367,1.26,2.13,302.57,5043.0,0.77,296.8609348,41.0973178,FALSE,Super Earths
3581,Kepler-756 b,Transit,1.22486632,0.0219,1.12,1.46,2174.33,5282.0,0.79,290.6079736,41.201094,FALSE,Super Earths
3582,Kepler-757 b,Transit,1.02267882,0.019,1.36,2.42,3345.45,6014.0,1.13,296.6804876,41.3865279,FALSE,Super Earths
3583,Kepler-758 b,Transit,12.1097104,0.1019,2.48,6.71,349.19,6228.0,1.42,293.0846115,41.1354049,FALSE,sub-Neptunes
3584,Kepler-758 c,Transit,4.75793986,0.0547,1.69,3.5,1211.82,6228.0,1.42,293.0846115,41.1354049,FALSE,Super Earths
3585,Kepler-758 d,Transit,20.4966197,0.1447,2.12,5.14,173.17,6228.0,1.42,293.0846115,41.1354049,FALSE,sub-Neptunes
3586,Kepler-758 e,Transit,8.1934719,0.0785,1.53,2.96,588.4,6228.0,1.42,293.0846115,41.1354049,FALSE,Super Earths
3587,Kepler-759 b,Transit,41.805985,0.2329,2.27,5.77,19.02,5860.0,1.04,290.1314231,41.3814345,FALSE,sub-Neptunes
3588,Kepler-76 b,Orbital Brightness Modulation,1.5449298,0.0274,15.244,638.8383,3583.67,6409.0,1.32,294.1921185,39.6189727,FALSE,
3589,Kepler-760 b,Transit,8.70419416,0.0772,3.06,9.59,84.41,5322.0,0.85,287.5931997,44.1794278,FALSE,sub-Neptunes
3590,Kepler-760 c,Transit,2.46697439,0.0333,1.48,2.79,453.65,5322.0,0.85,287.5931997,44.1794278,FALSE,Super Earths
3591,Kepler-761 b,Transit,10.12804789,0.0874,2.03,4.78,95.45,5706.0,0.93,290.503599,44.1436249,FALSE,sub-Neptunes
3592,Kepler-762 b,Transit,3.7705521,0.0493,12.68,,1065.73,5944.0,1.08,291.2756631,47.3295107,FALSE,Jovians
3593,Kepler-763 b,Transit,1.19655156,0.0205,1.22,1.98,974.09,5166.0,0.8,292.1445534,47.1573604,FALSE,Super Earths
3594,Kepler-764 b,Transit,7.33683936,0.0724,1.64,3.33,160.46,5557.0,0.89,297.3931183,47.1645814,FALSE,Super Earths
3595,Kepler-765 b,Transit,27.6655226,0.1754,2.43,6.48,48.95,5901.0,1.06,283.1846044,47.1557114,FALSE,sub-Neptunes
3596,Kepler-766 b,Transit,6.10027804,0.066,3.39,11.4,227.15,5992.0,1.15,293.1845144,37.9698357,FALSE,sub-Neptunes
3597,Kepler-767 b,Transit,161.5280101,0.5874,6.64,35.7,9.37,5694.0,0.94,291.5791562,38.0358066,FALSE,Jovians
3598,Kepler-768 b,Transit,11.3910025,0.092,1.79,3.86,40.59,5108.0,0.78,294.1156858,38.3934378,FALSE,sub-Neptunes
3599,Kepler-769 b,Transit,7.42608998,0.0778,2.92,8.85,241.13,6186.0,1.28,292.7130925,38.3581685,FALSE,sub-Neptunes
3600,Kepler-769 c,Transit,15.9870174,0.1297,1.79,3.86,86.76,6186.0,1.28,292.7130925,38.3581685,FALSE,sub-Neptunes
3601,Kepler-77 b,Transit,3.57878087,0.04501,10.761,136.661,432.87,5520.0,0.99,289.6079433,44.3454347,FALSE,Jovians
3602,Kepler-770 b,Transit,18.92540274,0.1694,2.3,5.9,27.74,5598.0,0.92,286.4904589,38.374872,FALSE,sub-Neptunes
3603,Kepler-770 c,Transit,1.47532231,0.0309,1.2,1.87,833.59,5598.0,0.92,286.4904589,38.374872,FALSE,Super Earths
3604,Kepler-770 d,Transit,4.15244722,0.0616,1.4,2.54,209.75,5598.0,0.92,286.4904589,38.374872,FALSE,Super Earths
